,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,features_used,last_login_days_ago,monthly_fee,total_revenue,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,csat_score,escalations,survey_response,referral_count,churn
7908,Individual,58,Referral,Monthly,15,5,5,2.70805020110221,50,7.972810784121404,0,Yes,Yes,0,21.6116561471356,4.0,0,Satisfied,1,0
7909,Individual,18,Referral,Monthly,28,2,4,0.6931471805599453,30,6.293419278846481,1,No,Yes,2,35.60298259020504,2.0,0,Satisfied,0,1
7910,Individual,41,Web,Monthly,19,1,7,2.4849066497880004,20,6.710523109452428,0,No,No,2,23.27021274460572,1.0,0,Neutral,1,0
7911,SME,5,Web,Monthly,24,4,7,2.3978952727983707,20,4.61512051684126,0,No,No,4,8.04021184877731,4.0,0,Satisfied,1,0
7912,SME,1,Web,Monthly,22,5,5,2.9444389791664403,20,3.044522437723423,1,No,Yes,1,24.349689510370226,4.0,3,Satisfied,0,0
7913,SME,7,Mobile,Yearly,15,5,7,1.3862943611198906,20,4.948759890378168,1,No,Yes,0,10.61396401738471,3.0,0,Unsatisfied,0,0
7914,Individual,58,Web,Monthly,27,3,3,2.4849066497880004,70,8.309184527686298,0,No,No,1,26.87056375618847,1.0,1,Satisfied,0,0
7916,Individual,3,Web,Yearly,32,7,9,1.9459101490553132,70,5.351858133476067,0,Yes,No,2,1.0,2.0,1,Neutral,1,1
7917,SME,36,Mobile,Quarterly,31,2,5,1.791759469228055,50,7.496097345175956,1,No,No,2,28.33534460331556,3.0,1,Unsatisfied,2,0
7918,Individual,35,Web,Quarterly,17,3,3,2.5649493574615367,20,6.55250788703459,1,No,No,1,25.28748676050767,3.0,0,Satisfied,2,0
7919,Individual,51,Referral,Yearly,22,0,8,1.9459101490553132,70,8.18060094759445,3,Yes,No,3,32.89177643219466,3.0,0,Neutral,0,0
7921,Individual,12,Mobile,Monthly,11,3,8,2.833213344056216,30,5.8888779583328805,0,No,Yes,3,12.070502956597135,4.0,0,Satisfied,0,0
7922,SME,15,Mobile,Monthly,19,2,4,1.0986122886681098,20,5.707110264748875,1,No,No,0,15.87228733557697,4.0,2,Satisfied,1,0
7924,Individual,56,Web,Yearly,33,2,5,2.6390573296152584,100,8.630700432209832,0,No,Yes,2,34.4950295958652,5.0,0,Neutral,1,0
7926,Individual,16,Mobile,Monthly,20,0,6,1.0986122886681098,20,5.771441123130016,0,No,No,1,21.492425226128137,3.0,0,Neutral,1,0
7927,Individual,29,Referral,Monthly,33,4,3,2.4849066497880004,50,7.280008252884188,0,Yes,No,1,22.53469153416777,3.0,0,Neutral,0,0
7928,Individual,6,Web,Quarterly,25,6,6,0.0,30,5.198497031265826,1,No,No,1,25.086104042356112,3.0,0,Unsatisfied,3,0
7929,SME,49,Web,Monthly,6,1,5,1.0986122886681098,30,7.293697720601438,0,No,No,2,25.712173592989267,3.0,0,Satisfied,1,0
7930,Individual,37,Web,Yearly,19,0,6,1.791759469228055,30,7.01301578963963,0,No,No,2,11.703044924408331,3.0,0,Satisfied,3,0
7931,Enterprise,23,Mobile,Yearly,28,4,5,1.3862943611198906,70,7.384610383176974,1,Yes,No,2,41.16333837659778,5.0,0,Neutral,1,0
7932,Individual,13,Mobile,Quarterly,44,5,3,2.3978952727983707,30,5.968707559985366,1,No,No,2,16.296270439528826,4.0,0,Satisfied,0,0
7933,Individual,44,Mobile,Yearly,21,3,6,0.0,20,6.78105762593618,0,Yes,No,2,17.237423124681307,3.0,0,Satisfied,1,0
7934,Individual,1,Web,Monthly,0,6,5,1.791759469228055,100,4.61512051684126,1,No,No,1,47.015386050971344,2.0,0,Satisfied,0,0
7935,SME,57,Web,Yearly,1,2,6,2.4849066497880004,10,6.3473892096560105,1,No,No,2,17.817795191354847,4.0,1,Neutral,1,1
7936,Individual,12,Mobile,Quarterly,13,7,2,2.70805020110221,50,6.398594934535208,0,No,No,2,38.69685107672621,4.0,0,Satisfied,0,0
7937,SME,27,Web,Monthly,10,6,5,2.772588722239781,20,6.293419278846481,1,No,No,1,15.498450786548204,2.0,0,Neutral,1,0
7938,Individual,25,Web,Monthly,28,5,2,1.791759469228055,50,7.1316985104669115,0,No,No,7,33.60952074933137,5.0,0,Satisfied,0,0
7939,Individual,22,Mobile,Monthly,38,5,5,1.3862943611198906,30,6.493753839851686,0,No,No,1,8.030441635681196,4.0,0,Neutral,1,0
7940,SME,34,Web,Quarterly,27,0,4,2.4849066497880004,10,5.831882477283517,1,Yes,Yes,1,18.462232958387325,1.0,0,Neutral,0,0
7941,SME,18,Referral,Yearly,29,3,2,1.0986122886681098,10,5.198497031265826,0,No,No,2,33.745722594831406,4.0,0,Satisfied,1,0
7942,Individual,41,Web,Quarterly,26,5,6,3.2188758248682006,20,6.710523109452428,0,No,No,0,29.064424817770373,4.0,1,Satisfied,1,0
7943,SME,16,Web,Quarterly,23,6,7,1.0986122886681098,10,5.081404364984463,0,Yes,No,2,13.931080657274403,5.0,1,Unsatisfied,1,0
7944,SME,29,Web,Monthly,12,4,6,1.6094379124341003,70,7.616283561580385,0,Yes,No,1,25.126076461277037,5.0,0,Neutral,0,0
7947,Individual,20,Mobile,Monthly,28,1,5,2.5649493574615367,20,5.993961427306569,1,No,No,1,44.85649545392678,4.0,0,Satisfied,0,0
7948,Individual,47,Web,Yearly,24,0,6,2.833213344056216,20,6.846943139585379,1,Yes,No,1,20.584771643365404,5.0,1,Satisfied,0,0
7950,Individual,42,Web,Quarterly,12,7,4,1.3862943611198906,30,7.13966033596492,1,Yes,No,1,15.422272005961696,1.0,0,Satisfied,0,0
7951,Individual,34,Referral,Quarterly,19,6,8,0.6931471805599453,70,7.7752758464868625,1,Yes,Yes,1,36.47482059103911,3.0,0,Unsatisfied,0,0
7953,Enterprise,50,Mobile,Monthly,2,3,2,1.3862943611198906,20,6.90875477931522,0,No,No,0,26.64858585603596,5.0,0,Satisfied,1,0
7954,SME,31,Referral,Quarterly,8,4,7,2.772588722239781,20,6.431331081933479,4,Yes,No,1,31.01841251447296,4.0,1,Satisfied,0,0
7955,Individual,51,Web,Monthly,22,5,3,0.6931471805599453,20,6.928537818164665,1,Yes,No,2,38.08522010223564,4.0,1,Neutral,1,0
7956,Individual,50,Mobile,Monthly,0,0,6,2.302585092994046,20,6.90875477931522,0,No,No,2,32.819241644233884,3.0,1,Neutral,1,0
7957,Individual,14,Web,Monthly,43,5,9,1.3862943611198906,20,5.638354669333745,0,Yes,No,0,33.21802512386223,4.0,1,Satisfied,3,0
7958,SME,8,Web,Monthly,14,6,1,1.9459101490553132,100,6.68586094706836,1,No,Yes,1,1.0,3.0,0,Satisfied,0,0
7959,Individual,37,Web,Yearly,28,4,5,1.3862943611198906,10,5.916202062607435,0,No,No,0,34.25538544234034,3.0,1,Satisfied,0,0
7960,Enterprise,5,Referral,Monthly,0,2,2,2.4849066497880004,70,5.860786223465865,0,Yes,Yes,1,23.49900362006285,4.0,0,Unsatisfied,1,1
7961,Individual,8,Web,Quarterly,10,6,8,2.3978952727983707,50,5.993961427306569,0,Yes,No,0,16.517510967455085,5.0,0,Unsatisfied,1,0
7962,Individual,11,Web,Yearly,30,4,8,1.3862943611198906,70,6.647688373563329,1,No,No,1,1.0,3.0,0,Satisfied,1,0
7963,SME,56,Web,Quarterly,24,7,5,2.1972245773362196,50,7.937731775260109,0,Yes,No,3,31.211499510183508,5.0,0,Unsatisfied,0,0
7965,Individual,55,Referral,Monthly,39,5,4,3.258096538021482,10,6.311734809152915,0,No,No,2,1.0,3.0,0,Satisfied,0,0
7966,SME,21,Web,Monthly,5,4,10,3.4339872044851463,20,6.042632833682381,0,No,No,2,16.987297142533563,4.0,0,Satisfied,0,0
7967,Individual,39,Referral,Monthly,30,5,5,3.4965075614664802,70,7.912423121473705,0,No,No,0,31.4655534835624,4.0,0,Satisfied,0,0
7968,Individual,13,Referral,Monthly,15,0,4,2.4849066497880004,20,5.564520407322694,2,No,Yes,1,21.128509073601105,5.0,0,Satisfied,0,0
7969,SME,49,Referral,Quarterly,11,6,5,1.9459101490553132,20,6.8885724595653635,0,Yes,No,3,8.81344113753379,3.0,0,Unsatisfied,0,0
7970,Enterprise,19,Web,Monthly,0,0,3,3.367295829986474,100,7.550135342488429,0,No,No,2,26.796728265814227,4.0,0,Satisfied,1,1
7972,Individual,34,Mobile,Monthly,21,0,2,1.9459101490553132,20,6.523562306149512,1,No,No,1,31.00734160506081,4.0,0,Satisfied,0,0
7973,SME,38,Web,Quarterly,20,1,6,2.8903717578961645,30,7.039660349862076,2,No,No,1,29.958497296281905,4.0,0,Neutral,1,0
7974,Individual,19,Mobile,Yearly,12,5,4,1.9459101490553132,30,6.3473892096560105,1,Yes,Yes,2,18.50290714281641,4.0,0,Neutral,0,0
7976,SME,47,Referral,Quarterly,18,3,2,3.5553480614894135,10,6.154858094016418,0,No,No,3,31.182752722796614,3.0,0,Satisfied,2,0
7977,Individual,36,Web,Quarterly,15,6,8,1.0986122886681098,50,7.496097345175956,0,No,No,2,26.53978926694904,1.0,0,Satisfied,0,0
7978,Enterprise,51,Web,Quarterly,9,3,6,0.6931471805599453,30,7.333676395657684,1,Yes,No,3,37.13849552401398,4.0,1,Satisfied,0,0
7979,Individual,39,Mobile,Quarterly,25,4,4,3.4011973816621555,50,7.576097340623111,1,No,Yes,1,30.67398872586446,2.0,0,Neutral,1,0
7981,SME,53,Web,Quarterly,23,3,5,2.302585092994046,50,7.8826922062890254,0,No,Yes,0,18.929334126635897,5.0,0,Neutral,1,0
7984,Individual,20,Web,Monthly,17,2,5,0.6931471805599453,70,7.244941546337007,0,No,No,1,21.938069758232857,3.0,0,Unsatisfied,2,0
7986,Individual,46,Web,Monthly,0,2,3,1.3862943611198906,100,8.434028950155469,1,No,No,0,14.260457079468493,5.0,0,Satisfied,1,0
7987,Individual,54,Web,Quarterly,14,3,6,1.791759469228055,30,7.390798521735676,0,Yes,No,1,32.40369309022511,5.0,0,Unsatisfied,1,0
7988,SME,57,Web,Monthly,13,1,9,2.3978952727983707,50,7.955425088912672,1,No,No,0,17.018996140680848,3.0,0,Neutral,1,1
7990,Enterprise,22,Web,Quarterly,22,0,2,1.6094379124341003,70,7.340186835320115,1,Yes,Yes,2,19.41166978490028,3.0,0,Neutral,1,0
7992,Enterprise,31,Referral,Quarterly,24,2,8,1.6094379124341003,50,7.346655163176539,4,No,No,0,27.79380501140098,2.0,2,Unsatisfied,2,0
7993,Individual,15,Mobile,Monthly,8,5,4,1.9459101490553132,20,5.707110264748875,0,Yes,No,1,23.479420854289952,2.0,0,Neutral,1,0
7994,Enterprise,44,Web,Quarterly,4,7,6,2.0794415416798357,70,8.033009498596668,1,Yes,No,0,28.5283962867991,4.0,0,Satisfied,0,0
7995,Individual,17,Referral,Quarterly,26,4,9,0.0,30,6.236369590203704,1,No,No,1,30.444328775544285,4.0,1,Satisfied,1,0
7997,Individual,53,Web,Quarterly,11,6,3,2.1972245773362196,50,7.8826922062890254,1,No,No,1,19.199100793030905,2.0,0,Unsatisfied,0,0
7998,Individual,37,Referral,Monthly,16,6,3,1.791759469228055,10,5.916202062607435,1,No,No,3,35.13870636136417,4.0,1,Satisfied,1,0
7999,Individual,19,Web,Quarterly,22,7,3,0.0,100,7.550135342488429,1,No,No,3,28.21459039631071,3.0,1,Unsatisfied,1,0
8001,Individual,44,Web,Monthly,2,4,5,1.3862943611198906,10,6.089044875446846,2,No,Yes,1,6.983886173006855,4.0,0,Satisfied,1,1
8002,Individual,34,Web,Monthly,29,0,5,2.4849066497880004,20,6.523562306149512,1,No,Yes,4,35.45934387176371,5.0,0,Neutral,0,0
8004,Individual,25,Web,Monthly,5,5,5,0.6931471805599453,10,5.5254529391317835,0,No,No,1,18.873842647126875,4.0,1,Neutral,1,0
8006,Individual,58,Mobile,Monthly,15,2,6,1.9459101490553132,50,7.972810784121404,0,No,Yes,0,39.766532271374594,3.0,0,Neutral,3,0
8007,Enterprise,28,Web,Yearly,20,6,4,2.70805020110221,20,6.329720905522696,0,No,Yes,0,9.041159678371,5.0,0,Satisfied,0,0
8008,Individual,15,Referral,Quarterly,21,1,3,1.0986122886681098,30,6.111467339502679,0,No,Yes,4,27.62926735033516,4.0,0,Neutral,2,0
8012,Individual,20,Mobile,Yearly,5,0,2,2.0794415416798357,50,6.90875477931522,1,No,No,1,20.77890295108799,3.0,2,Neutral,2,0
8013,SME,43,Web,Quarterly,7,3,4,1.9459101490553132,50,7.67368812926773,0,No,No,2,25.18047351434422,2.0,0,Unsatisfied,1,1
8014,SME,31,Mobile,Quarterly,10,7,7,2.70805020110221,30,6.836259277277067,1,Yes,No,0,20.658292620825737,4.0,0,Neutral,1,0
8015,Individual,18,Web,Quarterly,0,7,6,2.3978952727983707,20,5.8888779583328805,0,No,No,0,21.692437053038105,5.0,0,Neutral,1,1
8016,Individual,41,Web,Yearly,24,7,4,1.6094379124341003,30,7.115582126184454,2,No,No,0,25.36448781230984,3.0,0,Satisfied,1,0
8017,SME,48,Web,Monthly,32,2,4,1.9459101490553132,50,7.783640596221253,0,Yes,No,2,15.817802218155752,3.0,0,Satisfied,0,0
8018,Individual,56,Web,Monthly,29,6,4,1.0986122886681098,30,7.427144133408616,0,No,No,3,14.181559377663088,3.0,0,Satisfied,1,0
8019,Individual,28,Web,Yearly,4,4,5,2.1972245773362196,100,7.937731775260109,0,No,No,2,21.29791091005051,4.0,0,Neutral,1,0
8020,SME,47,Mobile,Monthly,42,2,3,0.6931471805599453,10,6.154858094016418,0,Yes,Yes,0,37.35940181565785,4.0,0,Neutral,2,0
8021,Individual,4,Web,Quarterly,21,3,1,0.0,50,5.303304908059076,0,No,No,1,22.386553310448008,4.0,1,Satisfied,1,1
8022,SME,24,Web,Monthly,35,5,5,2.5649493574615367,30,6.580639137284949,0,No,Yes,1,46.58988743436575,3.0,1,Neutral,1,0
8023,Individual,44,Referral,Monthly,18,4,4,2.5649493574615367,70,8.033009498596668,3,No,Yes,2,31.535069596185156,3.0,0,Satisfied,1,1
8024,Individual,45,Mobile,Quarterly,18,1,7,2.1972245773362196,20,6.803505257608338,0,Yes,Yes,1,28.077700392900027,3.0,0,Satisfied,1,0
8025,Individual,9,Referral,Yearly,16,6,5,1.3862943611198906,30,5.602118820879701,0,No,No,3,21.569879592583717,4.0,0,Satisfied,1,0
8027,Enterprise,50,Web,Monthly,33,4,7,1.791759469228055,10,6.2166061010848646,1,No,No,3,22.83124084846762,5.0,1,Unsatisfied,0,0
8028,Individual,52,Referral,Monthly,19,6,6,0.6931471805599453,70,8.200013648175434,0,No,No,3,29.484007926026848,3.0,0,Satisfied,0,0
8029,Individual,32,Web,Yearly,16,1,5,2.3978952727983707,10,5.771441123130016,0,No,No,2,10.74700843809859,5.0,0,Satisfied,0,0
8030,Individual,59,Referral,Monthly,27,5,8,2.0794415416798357,20,7.074116816197362,0,No,No,0,25.36400243194098,4.0,0,Unsatisfied,0,0
8031,SME,32,Mobile,Monthly,1,3,8,1.791759469228055,50,7.3783837129967145,1,No,No,1,25.60446966981895,3.0,1,Satisfied,1,0
8032,Individual,54,Mobile,Yearly,0,2,2,0.0,10,6.293419278846481,0,No,No,3,21.257971480470932,3.0,0,Satisfied,5,0
8033,Individual,39,Mobile,Yearly,9,0,2,2.5649493574615367,30,7.065613363597717,1,Yes,No,2,19.829272653301665,5.0,0,Unsatisfied,1,0
8034,Individual,21,Referral,Quarterly,23,4,9,3.044522437723423,20,6.042632833682381,1,Yes,No,0,34.56433466062305,3.0,0,Satisfied,0,1
8035,Individual,58,Mobile,Monthly,30,0,4,2.4849066497880004,50,7.972810784121404,1,Yes,Yes,4,21.23252324700706,2.0,1,Satisfied,3,0
8036,Individual,44,Web,Monthly,7,5,2,2.0794415416798357,20,6.78105762593618,3,Yes,No,0,29.86463873527578,3.0,0,Satisfied,1,1
8037,Individual,42,Web,Monthly,35,6,7,2.6390573296152584,10,6.042632833682381,2,No,No,1,24.77427814815309,3.0,0,Unsatisfied,0,0
8038,SME,39,Mobile,Quarterly,14,0,4,2.6390573296152584,10,5.968707559985366,0,No,No,5,28.266190643562712,2.0,0,Unsatisfied,1,0
8039,Enterprise,46,Web,Monthly,24,4,6,2.6390573296152584,70,8.0774471493312,0,Yes,No,1,7.973176436567837,4.0,0,Neutral,0,0
8040,SME,27,Mobile,Monthly,14,0,2,1.0986122886681098,50,7.208600337960199,0,No,No,2,16.011008363814234,3.0,0,Neutral,0,0
8043,Individual,8,Mobile,Quarterly,14,2,6,0.0,30,5.484796933490655,3,No,No,0,24.968193876686648,4.0,0,Satisfied,1,0
8045,Individual,29,Referral,Monthly,26,7,3,2.0794415416798357,50,7.280008252884188,1,Yes,No,2,46.33517018567464,3.0,1,Unsatisfied,1,0
8046,Enterprise,19,Web,Yearly,29,2,5,1.0986122886681098,30,6.3473892096560105,0,Yes,No,3,24.079427733149576,3.0,0,Neutral,1,0
8047,Individual,5,Referral,Quarterly,4,5,5,1.791759469228055,20,4.61512051684126,1,No,No,2,16.88287376780863,3.0,0,Unsatisfied,1,0
8048,SME,22,Referral,Monthly,23,5,8,0.0,70,7.340186835320115,1,No,No,1,15.662619301464089,3.0,1,Unsatisfied,1,0
8050,Individual,10,Referral,Monthly,37,5,6,2.6390573296152584,10,4.61512051684126,1,Yes,No,2,10.304868624788678,4.0,1,Satisfied,3,0
8051,SME,15,Mobile,Quarterly,15,1,1,2.1972245773362196,50,6.621405651764134,0,No,Yes,4,20.4153476817462,4.0,0,Satisfied,1,0
8052,Enterprise,2,Web,Quarterly,33,1,3,0.6931471805599453,30,4.110873864173311,1,No,Yes,1,39.96060350699602,5.0,0,Satisfied,0,0
8053,Enterprise,53,Mobile,Monthly,21,5,5,2.1972245773362196,20,6.966967138613983,1,Yes,No,1,23.44830044595811,4.0,1,Unsatisfied,2,0
8054,SME,42,Mobile,Monthly,17,0,5,2.0794415416798357,20,6.734591659972948,0,No,Yes,1,24.055565405342715,3.0,0,Satisfied,3,0
8055,Individual,22,Referral,Yearly,12,6,5,2.3978952727983707,30,6.493753839851686,1,Yes,No,3,38.53017734871785,4.0,1,Satisfied,1,0
8056,SME,48,Mobile,Monthly,24,2,7,3.4011973816621555,30,7.273092595999522,2,Yes,Yes,2,27.84740559186817,4.0,0,Unsatisfied,0,0
8058,Individual,39,Mobile,Quarterly,9,4,7,3.1354942159291497,20,6.660575149839686,0,Yes,No,1,35.90953933719217,3.0,0,Unsatisfied,0,0
8059,Individual,19,Web,Monthly,26,4,1,1.3862943611198906,20,5.942799375126701,0,No,No,0,21.062499373154672,4.0,2,Satisfied,3,0
8060,Individual,47,Web,Monthly,38,0,2,1.3862943611198906,20,6.846943139585379,0,Yes,No,0,1.0,3.0,0,Unsatisfied,0,0
8061,Individual,12,Mobile,Monthly,5,7,10,1.9459101490553132,30,5.8888779583328805,0,No,No,2,60.44305519417783,4.0,0,Satisfied,1,0
8063,Individual,45,Web,Yearly,22,0,2,2.5649493574615367,10,6.111467339502679,0,No,No,1,36.99266309504618,3.0,0,Neutral,1,0
8064,Individual,58,Mobile,Yearly,14,2,4,1.9459101490553132,100,8.665785595466064,0,No,No,0,23.088915167028567,3.0,0,Unsatisfied,3,0
8065,Individual,20,Mobile,Monthly,1,7,8,2.833213344056216,10,5.303304908059076,0,No,Yes,2,12.147452084020202,5.0,0,Neutral,1,0
8066,Individual,51,Mobile,Monthly,11,0,5,2.302585092994046,100,8.537191877922927,1,Yes,Yes,2,11.896647743461102,4.0,1,Neutral,0,0
8068,Individual,24,Web,Monthly,17,1,6,1.9459101490553132,20,6.175867270105761,0,Yes,Yes,1,43.27905946123864,3.0,1,Satisfied,0,0
8070,SME,6,Mobile,Monthly,6,5,6,0.0,70,6.042632833682381,1,No,No,1,12.560315045816091,3.0,0,Satisfied,2,0
8071,Individual,33,Referral,Yearly,23,0,5,1.3862943611198906,70,7.745435610274381,3,No,No,1,4.574833061216612,2.0,1,Neutral,1,0
8073,Individual,34,Web,Yearly,27,5,5,2.0794415416798357,70,7.7752758464868625,0,Yes,No,0,32.93008518322779,2.0,0,Satisfied,1,0
8075,Individual,29,Referral,Quarterly,6,5,5,0.0,20,6.364750756851911,1,Yes,No,2,12.896446107672924,2.0,1,Satisfied,1,0
8076,Individual,23,Web,Yearly,14,4,3,1.9459101490553132,70,7.384610383176974,0,Yes,Yes,0,36.45584943078953,3.0,1,Unsatisfied,0,0
8077,Individual,58,Web,Monthly,5,0,7,2.5649493574615367,30,7.462214939768189,0,Yes,Yes,1,28.390247987464647,4.0,0,Satisfied,0,0
8078,Individual,4,Mobile,Quarterly,20,3,6,1.3862943611198906,10,3.713572066704308,1,No,Yes,0,25.947696340361667,4.0,1,Satisfied,2,1
8079,Individual,5,Web,Quarterly,21,4,2,1.9459101490553132,20,4.61512051684126,1,No,No,1,17.36090096669271,3.0,1,Unsatisfied,2,1
8080,SME,34,Web,Monthly,6,5,7,0.6931471805599453,10,5.831882477283517,2,Yes,Yes,2,25.937947443312407,4.0,0,Satisfied,0,0
8081,Individual,16,Web,Monthly,14,3,4,1.791759469228055,20,5.771441123130016,1,No,No,1,16.49331030378354,4.0,0,Satisfied,4,0
8082,SME,40,Web,Monthly,30,2,4,2.0794415416798357,30,7.0909098220799835,0,No,No,1,21.817031115523804,4.0,0,Satisfied,1,0
8083,SME,47,Web,Monthly,25,1,2,2.302585092994046,10,6.154858094016418,0,No,No,2,7.815651850894184,2.0,0,Unsatisfied,1,0
8085,Individual,42,Web,Monthly,30,6,4,1.0986122886681098,100,8.343077871169383,0,No,Yes,2,23.84642183270707,4.0,0,Satisfied,0,0
8086,SME,3,Referral,Yearly,38,2,3,3.4965075614664802,10,3.4339872044851463,0,Yes,No,0,30.533394833467028,3.0,0,Satisfied,0,1
8087,Individual,55,Web,Quarterly,21,3,6,2.70805020110221,20,7.00397413672268,0,Yes,Yes,1,41.80656689386314,3.0,0,Satisfied,1,0
8089,Individual,49,Referral,Monthly,17,1,9,2.3978952727983707,20,6.8885724595653635,0,No,No,3,29.433611385888167,4.0,0,Satisfied,0,0
8091,Individual,49,Web,Monthly,12,5,3,2.1972245773362196,100,8.497194544909547,1,No,No,3,35.93111575032274,4.0,0,Unsatisfied,0,0
8092,Enterprise,14,Mobile,Quarterly,3,1,6,2.833213344056216,50,6.55250788703459,0,No,No,1,32.697586162961365,3.0,0,Neutral,1,1
8093,Individual,55,Web,Monthly,27,3,6,3.295836866004329,10,6.311734809152915,0,Yes,No,0,27.684782061685,3.0,1,Satisfied,0,0
8094,Enterprise,33,Web,Quarterly,26,6,4,0.0,50,7.409136443920128,0,No,Yes,0,18.335050522959065,2.0,1,Satisfied,1,0
8095,Enterprise,28,Referral,Monthly,20,0,7,2.5649493574615367,50,7.244941546337007,0,No,Yes,0,52.68881732747396,3.0,0,Neutral,1,0
8096,Enterprise,57,Web,Quarterly,21,1,6,1.6094379124341003,50,7.955425088912672,1,No,No,0,6.498397570745542,4.0,0,Neutral,0,0
8098,SME,56,Referral,Monthly,32,1,6,0.6931471805599453,20,7.02197642307216,0,Yes,Yes,2,24.41438162927026,3.0,0,Unsatisfied,2,0
8099,Enterprise,56,Web,Monthly,7,7,9,3.4965075614664802,10,6.329720905522696,1,No,No,1,37.94461832101175,1.0,0,Unsatisfied,1,0
8103,Individual,53,Web,Monthly,23,6,4,1.791759469228055,10,6.274762021241939,0,No,No,4,40.98001602741496,3.0,0,Satisfied,2,0
8104,SME,25,Web,Quarterly,30,3,8,0.6931471805599453,20,6.2166061010848646,0,No,No,1,46.01212639129991,5.0,0,Unsatisfied,1,0
8106,Individual,52,Web,Yearly,27,1,7,0.6931471805599453,20,6.947937068614969,0,No,No,2,17.08699259146575,4.0,0,Neutral,2,0
8107,Individual,58,Web,Monthly,16,7,7,0.6931471805599453,50,7.972810784121404,2,No,No,3,34.30890190255769,5.0,0,Unsatisfied,1,1
8108,Individual,53,Web,Monthly,24,0,5,1.6094379124341003,30,7.372118028337787,0,Yes,No,0,30.235278002246005,2.0,0,Neutral,2,0
8109,Individual,39,Mobile,Quarterly,4,2,1,1.0986122886681098,70,7.912423121473705,1,No,No,0,15.561284653777252,4.0,0,Satisfied,2,0
8110,SME,53,Referral,Monthly,13,5,3,3.091042453358316,70,8.219056661060598,0,Yes,Yes,0,33.26032789955951,5.0,1,Satisfied,1,0
8111,Individual,57,Referral,Quarterly,37,0,5,2.70805020110221,20,7.039660349862076,1,Yes,No,3,31.077281408127703,5.0,0,Unsatisfied,1,0
8112,SME,22,Referral,Yearly,33,5,7,2.70805020110221,30,6.493753839851686,0,Yes,No,1,40.560125333641096,3.0,0,Satisfied,0,0
8113,SME,35,Web,Monthly,36,6,8,2.0794415416798357,30,6.957497370876951,1,No,No,2,10.721552264980716,3.0,0,Neutral,1,0
8114,Individual,54,Web,Monthly,31,7,2,1.9459101490553132,100,8.594339400592892,1,No,No,0,19.822751519556174,2.0,1,Satisfied,0,0
8115,Individual,54,Mobile,Quarterly,13,7,4,2.70805020110221,100,8.594339400592892,0,No,No,2,18.74442015712531,5.0,0,Unsatisfied,2,0
8116,Individual,47,Mobile,Quarterly,14,4,9,2.70805020110221,20,6.846943139585379,0,Yes,No,1,24.84350657572855,5.0,0,Satisfied,2,0
8117,Individual,28,Mobile,Quarterly,29,6,6,1.3862943611198906,20,6.329720905522696,0,No,No,1,23.541211600346426,3.0,2,Satisfied,0,0
8118,Individual,10,Web,Monthly,30,3,3,1.3862943611198906,10,4.61512051684126,1,No,No,2,8.389242285676291,3.0,0,Satisfied,1,0
8119,Individual,16,Web,Yearly,33,1,10,1.0986122886681098,30,6.175867270105761,0,Yes,Yes,2,40.87494597671564,4.0,0,Satisfied,1,0
8120,Enterprise,49,Web,Monthly,21,1,3,2.9444389791664403,20,6.8885724595653635,0,No,No,0,18.705680267033724,2.0,0,Satisfied,1,0
8121,Individual,23,Web,Monthly,19,2,9,1.6094379124341003,30,6.53813982376767,0,Yes,Yes,3,26.558320329650257,3.0,0,Satisfied,0,0
8122,Individual,19,Web,Yearly,31,1,6,2.6390573296152584,50,6.85751406254539,1,No,No,0,9.731781521885429,2.0,0,Satisfied,2,0
8123,Enterprise,1,Referral,Yearly,4,2,2,1.791759469228055,10,2.3978952727983707,2,No,Yes,0,35.94615019028786,3.0,1,Unsatisfied,0,1
8124,SME,1,Web,Monthly,18,2,7,1.791759469228055,20,3.044522437723423,0,No,No,0,15.908484322021062,4.0,0,Satisfied,2,0
8125,SME,53,Referral,Monthly,17,3,2,2.1972245773362196,10,6.274762021241939,0,No,Yes,4,26.443107055703837,3.0,3,Satisfied,1,0
8126,SME,46,Referral,Quarterly,17,2,3,2.5649493574615367,20,6.825460036255307,0,No,Yes,0,16.268468635440374,2.0,0,Satisfied,4,1
8128,SME,26,Referral,Monthly,26,5,5,2.995732273553991,70,7.507141079727608,0,No,No,2,26.729939995694615,2.0,0,Satisfied,0,0
8130,Individual,2,Mobile,Quarterly,4,5,6,1.6094379124341003,10,3.044522437723423,0,No,No,2,8.146481304704938,3.0,0,Satisfied,1,0
8131,Individual,28,Referral,Quarterly,8,2,4,1.0986122886681098,10,5.638354669333745,0,No,No,1,28.997814849868693,2.0,0,Neutral,0,0
8132,Individual,20,Web,Quarterly,28,5,4,1.3862943611198906,50,6.90875477931522,1,No,No,1,17.246849046716335,4.0,0,Neutral,1,0
8133,Individual,42,Mobile,Quarterly,22,0,5,2.772588722239781,30,7.13966033596492,0,No,No,1,38.7438526811032,3.0,0,Neutral,1,0
8134,Individual,47,Web,Yearly,32,6,7,0.0,100,8.45553053102413,0,No,Yes,0,9.664924381990032,2.0,1,Neutral,0,0
